Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies ,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet ,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Cnemaspis gracilis,Squamata,Sauria,Gekkonidae,Cnemaspis,Beddome,1870,No,Oriental,Arboreal/Saxicolous,Forest,NA,NA,NA,NA,20.83,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.5,NA,40,32.1,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Cnemaspis graniticola,Squamata,Sauria,Gekkonidae,Cnemaspis,"Agarwal, Thackeray, Pal & Khandekar",2020,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis grismeri,Squamata,Sauria,Gekkonidae,Cnemaspis,"Wood, Quah, Anuar Ms & Muin",2013,No,Oriental,Saxicolous,Caves/Forest/Rocky/Subterranean,70,80,NA,NA,14.11,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,2.9,NA,50.6,47,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis gunasekarai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Amarasinghe, Karunarathna, Madawala & De Silva",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis gunawardanai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Amarasinghe, Karunarathna, Madawala & De Silva",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis hangus,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Wood, Anuar, Riyanto, Ahmad, Muin, Sumontha, Grismer, Onn, Quah & Pauwels",2014,No,Oriental,Saxicolous,Caves/Forest/Rocky/Subterranean,NA,NA,NA,NA,15.88,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,2.9,NA,50.5,47,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Cnemaspis harimau,Squamata,Sauria,Gekkonidae,Cnemaspis,"Chan, Grismer, Anuar, Quah, Muin, Savage, Grismer, Ahmad, Remigio & Greer",2010,No,Oriental,Saxicolous/Terrestrial,Forest/Wetlands,NA,NA,NA,NA,15.99,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.6,NA,40.7,38,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Unknown
Cnemaspis heteropholis,Squamata,Sauria,Gekkonidae,Cnemaspis,Bauer,2002,No,Oriental,Arboreal/Saxicolous/Terrestrial,Forest,480,840,NA,NA,19.03,No,No,Carnivorous,"""forages"" (Srinivasulu etAl. 2014 - do not say for what)",Cathemeral,NA,NA,NA,NA,non-fanged,NA,2.1,NA,45.1,40.2,NA,18.2,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Near Threatened,Unknown
Cnemaspis hitihamii,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer",2019,No,Oriental,Saxicolous,Caves/Forest/Rocky/Subterranean,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis huaseesom,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya",2010,No,Oriental,Saxicolous,Forest/Rocky,120,130,NA,NA,17.15,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.9,NA,43.5,37.9,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis indica,Squamata,Sauria,Gekkonidae,Cnemaspis,Gray,1846,No,Oriental,Arboreal/Saxicolous,Forest,1000,2200,NA,NA,18.72,No,No,Carnivorous,Insects,Cathemeral,NA,NA,NA,NA,non-fanged,NA,1.6,NA,40.6,30,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Vulnerable,Unknown
Cnemaspis ingerorum,Squamata,Sauria,Gekkonidae,Cnemaspis,"Batuwita, Agarwal & Bauer",2019,No,Oriental,Saxicolous/Terrestrial,Forest,NA,NA,NA,NA,24.61,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.7,NA,30,NA,NA,12.2,NA,oviparous,NA,2.0,1,3,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis jackieii,Squamata,Sauria,Gekkonidae,Cnemaspis,"Pal, Mirza, Dsouza & Shanker",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis jacobsoni,Squamata,Sauria,Gekkonidae,Cnemaspis,Das,2005,No,Oriental,NA,Forest,NA,NA,NA,NA,11.28,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.7,NA,30.5,29.9,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis jayaweerai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, Ukuwela, De Silva, Bauer, Madawala, Poyarkov, Botejue, Gabadage, Grismer & Gorin",2023,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis jerdonii,Squamata,Sauria,Gekkonidae,Cnemaspis,Theobald,1868,No,Oriental,Arboreal/Saxicolous,Forest,200,1900,NA,NA,18.22,No,No,Carnivorous,Insects,Cathemeral,NA,NA,NA,NA,non-fanged,NA,1.9,NA,43,NA,NA,13,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,No,Vulnerable,Unknown
Cnemaspis kalakadensis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Khandekar, Thackeray, & Agarwal",2022,No,Oriental,Arboreal,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis kallima,Squamata,Sauria,Gekkonidae,Cnemaspis,"Manamendra-Arachchi, Batuwita & Pethiyagoda",2007,No,Oriental,Terrestrial,Forest,NA,NA,NA,NA,22.93,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.0,NA,35.1,30.5,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Endangered,Unknown
Cnemaspis kamolnorranathi,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya",2010,No,Oriental,Arboreal/Saxicolous/Terrestrial,Forest/Rocky,NA,NA,NA,NA,20.56,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.3,NA,37.8,36.3,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Cnemaspis kandambyi,Squamata,Sauria,Gekkonidae,Cnemaspis,Batuwita & Udugampala,2017,No,Oriental,Arboreal,Forest,NA,NA,NA,NA,22.36,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,0.4,NA,23.6,NA,NA,NA,NA,oviparous,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis kandiana,Squamata,Sauria,Gekkonidae,Cnemaspis,Kelaart,1852,No,Oriental,Arboreal/Saxicolous,Forest,400,700,NA,NA,22.57,Yes,No,Carnivorous,"Insects (e.g., de SilvaAnd Ukuwela 2017)",Diurnal,NA,NA,NA,NA,non-fanged,NA,1.1,NA,36,33.5,NA,13.5,NA,oviparous,NA,2.0,1,2,NA,NA,NA,NA,NA,NA,Yes,Endangered,Unknown
Cnemaspis karsticola,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Grismer, Wood & Chan",2008,No,Oriental,Saxicolous,Caves/Forest/Rocky/Subterranean,110,120,NA,NA,16.76,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,2.5,NA,48.1,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Unknown
Cnemaspis kawminiae,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, De Silva, Gabadage, Karunarathna, Wickramasinghe, Ukuwela & Bauer",2019,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis kendallii,Squamata,Sauria,Gekkonidae,Cnemaspis,Gray,1845,No,Oriental,Arboreal/Saxicolous/Terrestrial,Caves/Forest/Rocky/Subterranean,0,1500,NA,NA,16.58,No,No,Carnivorous,"Invertebrates (e.g., Grismer 2011)",Diurnal,NA,NA,AMB,NA,non-fanged,NA,4.9,NA,60.9,52.9,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Cnemaspis kivulegedarai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer",2019,No,Oriental,Saxicolous,Forest,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Endangered,Decreasing
Cnemaspis kohukumburai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer",2019,No,Oriental,Saxicolous,Forest,560,1170,NA,NA,12.40,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,2.8,NA,50,48,NA,14.5,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Decreasing
Cnemaspis kolhapurensis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Giri, Bauer & Gaikwad",2009,No,Oriental,Terrestrial,Forest,640,750,NA,NA,19.23,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.6,NA,40.9,34.7,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis kotagamai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, De Silva, Botejue, Surasinghe, Wickramasinghe, Ukuwela & Bauer",2019,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis kottiyoorensis,Squamata,Sauria,Gekkonidae,Cnemaspis,Cyriac & Umesh,2014,No,Oriental,Terrestrial,Forest,800,1000,NA,NA,19.03,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.7,NA,41.7,41.7,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis koynaensis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Khandekar, Thackeray & Agarwal",2019,No,Oriental,Arboreal/Terrestrial,Forest/Rocky,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis krishnagiriensis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Agarwal, Thackeray & Khandekar",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis kumarasinghei,Squamata,Sauria,Gekkonidae,Cnemaspis,Mendis Wickramasinghe & Munindradasa,2007,No,Oriental,Arboreal,Forest/Rocky,100,910,NA,NA,20.16,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,0.8,NA,31.6,30,NA,12.1,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,No,Endangered,Decreasing
Cnemaspis kumpoli,Squamata,Sauria,Gekkonidae,Cnemaspis,Taylor,1963,No,Oriental,Saxicolous,Forest/Rocky,29,144,NA,NA,17.62,No,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,5.4,NA,63,NA,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis lagang,Squamata,Sauria,Gekkonidae,Cnemaspis,"Nashriq, Davis, Bauer & Das",2022,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis laoensis,Squamata,Sauria,Gekkonidae,Cnemaspis,Grismer,2010,No,Oriental,Saxicolous,Rocky,NA,NA,NA,NA,18.75,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.6,NA,40.9,40.9,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis latha,Squamata,Sauria,Gekkonidae,Cnemaspis,"Manamendra-Arachchi, Batuwita & Pethiyagoda",2007,No,Oriental,NA,Forest,NA,NA,NA,NA,20.02,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.7,NA,30.4,NA,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis leucura,Squamata,Sauria,Gekkonidae,Cnemaspis,"Kurita, Nishikawa, Matsui & Hikida",2017,No,Oriental,Saxicolous,Forest,180,1040,NA,NA,11.11,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,5.2,NA,62.7,58,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Cnemaspis limayei,Squamata,Sauria,Gekkonidae,Cnemaspis,"Sayyed, Pyron & Dileepkumar",2018,No,Oriental,Arboreal,Forest/Wetlands,130,140,NA,NA,22.42,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.7,NA,NA,NA,NA,NA,NA,oviparous,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis limi,Squamata,Sauria,Gekkonidae,Cnemaspis,Das & Grismer,2003,No,Oriental,Saxicolous,Forest/Rocky,0,1030,NA,NA,20.12,Yes,No,Carnivorous,"Insects (e.g., Grismer etAl. 2014)",Cathemeral,NA,NA,NA,NA,non-fanged,NA,14.1,NA,90,60.5,NA,NA,NA,oviparous,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis lineatubercularis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Ampai, Wood, Stuart & Aowphol",2020,No,Oriental,Arboreal/Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis lineogularis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Wood, Grismer, Aowphol, Aguilar, Cota, Grismer, Murdoch & Sites",2017,No,Oriental,Saxicolous,Rocky,10,20,NA,NA,18.51,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.3,NA,38,29,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Cnemaspis lithophilis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Pal, Mirza, Dsouza & Shanker",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis littoralis,Squamata,Sauria,Gekkonidae,Cnemaspis,Jerdon,1853,No,Oriental,Arboreal/Terrestrial,Forest,260,1190,NA,NA,18.09,No,No,Carnivorous,Insects /Ant eggs (CyriacAnd Umesh 2013),Diurnal,NA,NA,NA,NA,non-fanged,NA,1.0,NA,34.3,33.5,NA,11.2,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis lokugei,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, De Silva, Gabadage, Botejue, Madawala & Ukuwela",2021,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis maculicollis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Cyriac, Johny, Umesh & Palot",2018,No,Oriental,Saxicolous,Grassland/Rocky,1230,1240,NA,NA,16.66,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,3.2,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Cnemaspis magnifica,Squamata,Sauria,Gekkonidae,Cnemaspis,"Khandekar, Thackeray, Pal & Agarwal",2020,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis mahabali,Squamata,Sauria,Gekkonidae,Cnemaspis,"Sayyed, Pyron & Dileepkumar",2018,No,Oriental,Arboreal,Forest,0,560,NA,NA,22.40,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.8,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis mahsuriae,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Wood, Quah, Anuar, Ngadi & Ahmad",2015,No,Oriental,Arboreal/Terrestrial,Forest,400,600,NA,NA,17.47,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,1.2,NA,36.6,31.7,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis manoae,Squamata,Sauria,Gekkonidae,Cnemaspis,Amarasinghe & Karunarathna,2020,No,Oriental,Arboreal,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis matahari,Squamata,Sauria,Gekkonidae,Cnemaspis,"Nashriq, Davis, Bauer & Das",2022,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis mcguirei,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Grismer, Wood & Chan",2008,No,Oriental,Arboreal/Saxicolous,Forest,100,1360,NA,NA,14.45,No,No,Carnivorous,"Insects (e.g., Grismer etAl. 2014)",Cathemeral,NA,NA,NA,NA,non-fanged,NA,5.9,NA,65.2,54.7,NA,18,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Cnemaspis menikay,Squamata,Sauria,Gekkonidae,Cnemaspis,"Manamendra-Arachchi, Batuwita & Pethiyagoda",2007,No,Oriental,Arboreal,Forest,NA,NA,NA,NA,18.20,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.6,NA,28,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis minang,Squamata,Sauria,Gekkonidae,Cnemaspis,"Iskandar, Mcguire & Amarasinghe",2017,No,Oriental,Arboreal,Forest,NA,NA,NA,NA,13.58,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.8,NA,31.3,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Critically Endangered,Unknown
Cnemaspis modiglianii,Squamata,Sauria,Gekkonidae,Cnemaspis,Das,2005,No,Oriental,Arboreal,Forest,NA,NA,NA,NA,23.54,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,1.0,NA,33.7,30.7,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Cnemaspis molligodai,Squamata,Sauria,Gekkonidae,Cnemaspis,Mendis Wickramasinghe & Munindradasa,2007,No,Oriental,Arboreal,Forest,380,390,NA,NA,15.65,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,0.6,NA,29,27.1,NA,NA,NA,oviparous,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Endangered,Unknown
Cnemaspis monachorum,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Ahmad, Chan, Belabut, Muin, Wood & Grismer",2009,No,Oriental,Saxicolous,Forest,30,40,NA,NA,16.91,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,1.0,NA,35.1,31.9,NA,NA,NA,oviparous,NA,1.0,1,1,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Cnemaspis monticola,Squamata,Sauria,Gekkonidae,Cnemaspis,"Manamendra-Arachchi, Batuwita & Pethiyagoda",2007,No,Oriental,Arboreal/Saxicolous/Terrestrial,NA,740,750,NA,NA,19.71,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,0.9,NA,33.1,29.6,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis mumpuniae,Squamata,Sauria,Gekkonidae,Cnemaspis,"Grismer, Wood, Anuar, Riyanto, Ahmad, Muin, Sumontha, Grismer, Onn, Quah & Pauwels",2014,No,Oriental,Arboreal/Saxicolous,Forest,10,350,NA,NA,18.15,Yes,No,NA,NA,Nocturnal,NA,NA,NA,NA,non-fanged,NA,4.9,NA,60.9,55,NA,NA,NA,oviparous,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Cnemaspis mundanthuraiensis,Squamata,Sauria,Gekkonidae,Cnemaspis,"Khandekar, Thackeray, & Agarwal",2022,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Cnemaspis muria,Squamata,Sauria,Gekkonidae,Cnemaspis,"Riyanto, Munir, Martamenggala, Fitriana & Hamidy",2019,No,Oriental,Saxicolous,Forest,590,650,NA,NA,16.08,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,4.3,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Cnemaspis mysoriensis,Squamata,Sauria,Gekkonidae,Cnemaspis,Jerdon,1853,No,Oriental,Arboreal/Saxicolous,Forest,700,920,NA,NA,21.79,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,0.7,NA,30.4,30.1,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Cnemaspis nairi,Squamata,Sauria,Gekkonidae,Cnemaspis,"Inger, Marx & Koshy",1984,No,Oriental,Arboreal/Saxicolous/Terrestrial,Forest,280,1400,NA,NA,17.40,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,2.0,NA,44,40,NA,NA,NA,oviparous,NA,2.0,2,2,NA,NA,NA,NA,NA,NA,No,Near Threatened,Unknown
Cnemaspis nanayakkarai,Squamata,Sauria,Gekkonidae,Cnemaspis,"Karunarathna, Ukuwela, De Silva, Bauer, Madawala, Poyarkov, Botejue, Gabadage, Grismer & Gorin",2023,No,Oriental,Saxicolous,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
